id,date,input,output
916,2015,"In 2015, Gerardo Buganza is a member of the <extra_id_0>.",<extra_id_0> Institutional Revolutionary Party <extra_id_1>
917,2015,"In 2015, Renato Schifani holds the position of <extra_id_0>.",<extra_id_0> parliamentary group leader <extra_id_1>
0,2016,"In 2016, <extra_id_0> is the head of the government of Nizhny Novgorod.",<extra_id_0> Ivan Karnilin <extra_id_1>
1,2016,"In 2016, Evan Horwood plays for <extra_id_0>.",<extra_id_0> Grimsby Town F.C. <extra_id_1>
2,2016,"In 2016, Ghulam Rasool Sahi is a member of the <extra_id_0>.",<extra_id_0> Pakistan Muslim League (N) <extra_id_1>
3,2016,"In 2016, Yuli Edelstein holds the position of <extra_id_0>.",<extra_id_0> Speaker of the Knesset <extra_id_1>
4,2016,"In 2016, <extra_id_0> is the head coach of FC Granit Mikashevichi.",<extra_id_0> Valery Bakhno <extra_id_1>
5,2016,"In 2016, Gloria Macapagal-Arroyo holds the position of <extra_id_0>.",<extra_id_0> Deputy Speaker of the House of Representatives of the Philippines <extra_id_1>
6,2016,"In 2016, <extra_id_0> is the head of the government of Federal District.",<extra_id_0> Rodrigo Rollemberg <extra_id_1>
7,2016,"In 2016, Judy Foote holds the position of <extra_id_0>.",<extra_id_0> Minister of Public Services and Procurement <extra_id_1>
8,2016,"In 2016, <extra_id_0> is the head coach of Venezia F.C..",<extra_id_0> Filippo Inzaghi <extra_id_1>
9,2016,"In 2016, Nicola Gaston works for <extra_id_0>.",<extra_id_0> Victoria University of Wellington <extra_id_1>
10,2016,"In 2016, Júlio César plays for <extra_id_0>.",<extra_id_0> S.L. Benfica <extra_id_1>
11,2016,"In 2016, Nick Swisher plays for <extra_id_0>.",<extra_id_0> Atlanta Braves <extra_id_1>
12,2016,"In 2016, <extra_id_0> is the head coach of Washington Football Team.",<extra_id_0> Jay Gruden <extra_id_1>
13,2016,"In 2016, Ilya Ponomarev is a member of the <extra_id_0>.",<extra_id_0> Green Alliance–The People's Party <extra_id_1>
14,2016,"In 2016, Jim Wallace, Baron Wallace of Tankerness holds the position of <extra_id_0>.",<extra_id_0> Leader of the Liberal Democrats in the House of Lords <extra_id_1>
15,2016,"In 2016, <extra_id_0> is the head coach of Germany national handball team.",<extra_id_0> Dagur Sigurðsson <extra_id_1>
16,2016,"In 2016, <extra_id_0> is the head coach of FC Bayern Munich.",<extra_id_0> Carlo Ancelotti <extra_id_1>
17,2016,"In 2016, <extra_id_0> is the head coach of Sheffield United F.C..",<extra_id_0> Chris Wilder <extra_id_1>
18,2016,"In 2016, Luke Freeman plays for <extra_id_0>.",<extra_id_0> Bristol City F.C. <extra_id_1>
19,2016,"In 2016, Bruno Mantovani works for <extra_id_0>.",<extra_id_0> Conservatoire de Paris <extra_id_1>
20,2016,"In 2016, Antonio Di Natale plays for <extra_id_0>.",<extra_id_0> Udinese Calcio <extra_id_1>
21,2016,"In 2016, Sebastian Giovinco plays for <extra_id_0>.",<extra_id_0> Real Madrid Fc <extra_id_1>
22,2016,"In 2016, Andrew D. Martin works for <extra_id_0>.",<extra_id_0> University of Michigan <extra_id_1>
23,2016,"In 2016, Annegret Kramp-Karrenbauer holds the position of <extra_id_0>.",<extra_id_0> chairperson <extra_id_1>
24,2016,"In 2016, Wu Den-yih holds the position of <extra_id_0>.",<extra_id_0> Vice President of the Republic of China <extra_id_1>
25,2016,"In 2016, Sardar Azmoun plays for <extra_id_0>.",<extra_id_0> Iran national football team <extra_id_1>
26,2016,"In 2016, <extra_id_0> is the chair of International Shooting Sport Federation.",<extra_id_0> Olegario Vázquez Raña <extra_id_1>
27,2016,"In 2016, Julie Bentley works for <extra_id_0>.",<extra_id_0> Girlguiding <extra_id_1>
28,2016,"In 2016, Sarah Feinberg works for <extra_id_0>.",<extra_id_0> Federal Railroad Administration <extra_id_1>
29,2016,"In 2016, <extra_id_0> is the chair of Moscow Mathematical Society.",<extra_id_0> Viktor Vasilyev <extra_id_1>
30,2016,"In 2016, David Castle works for <extra_id_0>.",<extra_id_0> University of Victoria <extra_id_1>
31,2016,"In 2016, Alexis Sánchez plays for <extra_id_0>.",<extra_id_0> Arsenal F.C. <extra_id_1>
32,2016,"In 2016, Equanimity is owned by <extra_id_0>.",<extra_id_0> Jho Low <extra_id_1>
33,2016,"In 2016, Anne Madden attended <extra_id_0>.",<extra_id_0> North Carolina State University <extra_id_1>
34,2016,"In 2016, Clarice E. Phelps attended <extra_id_0>.",<extra_id_0> University of Texas at Austin <extra_id_1>
35,2016,"In 2016, Ingebjørg Godskesen is a member of the <extra_id_0>.",<extra_id_0> Progress Party <extra_id_1>
36,2016,"In 2016, Dennis Villarojo holds the position of <extra_id_0>.",<extra_id_0> auxiliary bishop <extra_id_1>
37,2016,"In 2016, Xavier Bertrand is a member of the <extra_id_0>.",<extra_id_0> The Republicans <extra_id_1>
38,2016,"In 2016, <extra_id_0> is the head coach of PFC Litex Lovech.",<extra_id_0> Ljupko Petrović <extra_id_1>
39,2016,"In 2016, Akhtarul Iman is a member of the <extra_id_0>.",<extra_id_0> All India Majlis-e-Ittehadul Muslimeen <extra_id_1>
40,2016,"In 2016, Jessica Valenti works for <extra_id_0>.",<extra_id_0> The Guardian <extra_id_1>
41,2016,"In 2016, <extra_id_0> is the head coach of Enosis Neon Paralimni FC.",<extra_id_0> Kostas Kaiafas <extra_id_1>
42,2016,"In 2016, Steve Womack holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
43,2016,"In 2016, Íñigo Méndez de Vigo holds the position of <extra_id_0>.",<extra_id_0> Spokesperson of the Government of Spain <extra_id_1>
44,2016,"In 2016, Louis Bontes is a member of the <extra_id_0>.",<extra_id_0> VoorNederland <extra_id_1>
45,2016,"In 2016, Caroline McMillen works for <extra_id_0>.",<extra_id_0> University of Newcastle <extra_id_1>
46,2016,"In 2016, Sabine Carey works for <extra_id_0>.",<extra_id_0> University of Mannheim <extra_id_1>
47,2016,"In 2016, Tabaré Vázquez holds the position of <extra_id_0>.",<extra_id_0> President pro tempore of the Union of South American Nations <extra_id_1>
48,2016,"In 2016, Carson Palmer plays for <extra_id_0>.",<extra_id_0> Arizona Cardinals <extra_id_1>
49,2016,"In 2016, <extra_id_0> is the head coach of Hamburger SV.",<extra_id_0> Bruno Labbadia <extra_id_1>
50,2016,"In 2016, Hatem Ben Arfa plays for <extra_id_0>.",<extra_id_0> OGC Nice <extra_id_1>
51,2016,"In 2016, <extra_id_0> is the chair of University of Waterloo.",<extra_id_0> Feridun Hamdullahpur <extra_id_1>
52,2016,"In 2016, <extra_id_0> is the head coach of FC Orsha.",<extra_id_0> Yury Konoplev <extra_id_1>
53,2016,"In 2016, <extra_id_0> is the head coach of SC Freiburg.",<extra_id_0> Christian Streich <extra_id_1>
54,2016,"In 2016, <extra_id_0> is the head coach of A.C. Pisa 1909.",<extra_id_0> Gennaro Gattuso <extra_id_1>
55,2016,"In 2016, <extra_id_0> is the head coach of Armenia national football team.",<extra_id_0> Varuzhan Sukiasyan <extra_id_1>
56,2016,"In 2016, <extra_id_0> is the chair of Association for Computing Machinery.",<extra_id_0> Vicki Lynne Hanson <extra_id_1>
57,2016,"In 2016, Kushal Janith Perera plays for <extra_id_0>.",<extra_id_0> Sri Lanka national cricket team <extra_id_1>
58,2016,"In 2016, John Dew holds the position of <extra_id_0>.",<extra_id_0> cardinal <extra_id_1>
59,2016,"In 2016, Sarath Fonseka is a member of the <extra_id_0>.",<extra_id_0> United National Front for Good Governance <extra_id_1>
60,2016,"In 2016, Philippe Verdier works for <extra_id_0>.",<extra_id_0> RT France <extra_id_1>
61,2016,"In 2016, Mark Cavendish plays for <extra_id_0>.",<extra_id_0> NTT Pro Cycling Team <extra_id_1>
62,2016,"In 2016, James Dolan works for <extra_id_0>.",<extra_id_0> Classy (company) <extra_id_1>
63,2016,"In 2016, <extra_id_0> is the head coach of Israel Start-Up Nation.",<extra_id_0> Ján Valach <extra_id_1>
64,2016,"In 2016, <extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.",<extra_id_0> Arsen Avakov <extra_id_1>
65,2016,"In 2016, Jeppe Kofod holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
66,2016,"In 2016, Michel Temer holds the position of <extra_id_0>.",<extra_id_0> President of Brazil <extra_id_1>
67,2016,"In 2016, Wonpil Im works for <extra_id_0>.",<extra_id_0> Lehigh University <extra_id_1>
68,2016,"In 2016, <extra_id_0> is the head coach of St Johnstone F.C..",<extra_id_0> Tommy Wright <extra_id_1>
69,2016,"In 2016, Fraser Forster plays for <extra_id_0>.",<extra_id_0> Southampton F.C. <extra_id_1>
70,2016,"In 2016, <extra_id_0> is the chair of The CW.",<extra_id_0> Mark Pedowitz <extra_id_1>
71,2016,"In 2016, Anna J. Phillips works for <extra_id_0>.",<extra_id_0> National Museum of Natural History <extra_id_1>
72,2016,"In 2016, Antonio Valencia plays for <extra_id_0>.",<extra_id_0> Manchester United F.C. <extra_id_1>
73,2016,"In 2016, Daniel Constantin is a member of the <extra_id_0>.",<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
74,2016,"In 2016, Benigno Aquino III holds the position of <extra_id_0>.",<extra_id_0> President of the Philippines <extra_id_1>
75,2016,"In 2016, Alberto Abadie works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
76,2016,"In 2016, Michael Chopra plays for <extra_id_0>.",<extra_id_0> Alloa Athletic F.C. <extra_id_1>
77,2016,"In 2016, Susan B. Sinnott works for <extra_id_0>.",<extra_id_0> Pennsylvania State University <extra_id_1>
78,2016,"In 2016, Douglas Crockford works for <extra_id_0>.",<extra_id_0> PayPal <extra_id_1>
79,2016,"In 2016, <extra_id_0> is the head of the government of Pennsylvania.",<extra_id_0> Tom Wolf <extra_id_1>
80,2016,"In 2016, Diego Milito plays for <extra_id_0>.",<extra_id_0> Racing Club <extra_id_1>
81,2016,"In 2016, <extra_id_0> is the head coach of Poland national association football team.",<extra_id_0> Adam Nawałka <extra_id_1>
82,2016,"In 2016, <extra_id_0> is the head of the government of Sardinia.",<extra_id_0> Francesco Pigliaru <extra_id_1>
83,2016,"In 2016, Federico Macheda plays for <extra_id_0>.",<extra_id_0> Nottingham Forest F.C. <extra_id_1>
84,2016,"In 2016, <extra_id_0> is the head of the government of Florence.",<extra_id_0> Dario Nardella <extra_id_1>
85,2016,"In 2016, Apryl A. Alexander works for <extra_id_0>.",<extra_id_0> Auburn University <extra_id_1>
86,2016,"In 2016, Johann-Dietrich Wörner holds the position of <extra_id_0>.",<extra_id_0> chief executive officer <extra_id_1>
87,2016,"In 2016, <extra_id_0> is the head of the government of Budapest District I.",<extra_id_0> Gábor Tamás Nagy <extra_id_1>
88,2016,"In 2016, Terry Mills is a member of the <extra_id_0>.",<extra_id_0> Country Liberal Party <extra_id_1>
89,2016,"In 2016, Shavkat Mirziyoyev holds the position of <extra_id_0>.",<extra_id_0> President of Uzbekistan <extra_id_1>
90,2016,"In 2016, <extra_id_0> is the chair of Ecologist group.",<extra_id_0> Jean Desessard <extra_id_1>
91,2016,"In 2016, Regina E. Dugan works for <extra_id_0>.",<extra_id_0> Google <extra_id_1>
92,2016,"In 2016, Íñigo Errejón is a member of the <extra_id_0>.",<extra_id_0> Podemos <extra_id_1>
93,2016,"In 2016, Bastian Schweinsteiger plays for <extra_id_0>.",<extra_id_0> Germany national association football team <extra_id_1>
94,2016,"In 2016, Tom MacArthur holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
95,2016,"In 2016, Fratelli Fabbri Editori is owned by <extra_id_0>.",<extra_id_0> RCS MediaGroup <extra_id_1>
96,2016,"In 2016, South China Morning Post is owned by <extra_id_0>.",<extra_id_0> Alibaba Group <extra_id_1>
97,2016,"In 2016, George Boyd plays for <extra_id_0>.",<extra_id_0> Burnley F.C. <extra_id_1>
98,2016,"In 2016, Dennis Hood is a member of the <extra_id_0>.",<extra_id_0> Family First Party <extra_id_1>
99,2016,"In 2016, Nelson Valdez plays for <extra_id_0>.",<extra_id_0> Seattle Sounders FC <extra_id_1>
100,2016,"In 2016, Sud de France Arena is owned by <extra_id_0>.",<extra_id_0> Occitania <extra_id_1>
101,2016,"In 2016, Michail Michailowitsch Kapranow works for <extra_id_0>.",<extra_id_0> Institute for the Physics and Mathematics of the Universe <extra_id_1>
102,2016,"In 2016, <extra_id_0> is the head coach of Ermis Aradippou FC.",<extra_id_0> Nikos Panayiotou <extra_id_1>
103,2016,"In 2016, Yvan Benedetti is a member of the <extra_id_0>.",<extra_id_0> French nationalist party <extra_id_1>
104,2016,"In 2016, Paul McGowan plays for <extra_id_0>.",<extra_id_0> Dundee F.C. <extra_id_1>
105,2016,"In 2016, Kushboo is a member of the <extra_id_0>.",<extra_id_0> Indian National Congress <extra_id_1>
106,2016,"In 2016, <extra_id_0> is the head coach of Gazprom–RusVelo.",<extra_id_0> Paolo Rosola <extra_id_1>
107,2016,"In 2016, <extra_id_0> is the chair of Democratic National Committee.",<extra_id_0> Donna Brazile <extra_id_1>
108,2016,"In 2016, <extra_id_0> is the head of the government of Poland.",<extra_id_0> Beata Szydło <extra_id_1>
109,2016,"In 2016, Tan Chuan-Jin holds the position of <extra_id_0>.",<extra_id_0> Ministry of Social and Family Development <extra_id_1>
110,2016,"In 2016, Gabriela Pazmiño is a member of the <extra_id_0>.",<extra_id_0> Fuerza Ecuador <extra_id_1>
111,2016,"In 2016, Gabriela Pazmiño works for <extra_id_0>.",<extra_id_0> Ecuavisa <extra_id_1>
112,2016,"In 2016, Sally M. Foster works for <extra_id_0>.",<extra_id_0> University of Stirling <extra_id_1>
113,2016,"In 2016, <extra_id_0> is the head of the government of São Paulo.",<extra_id_0> Fernando Haddad <extra_id_1>
114,2016,"In 2016, <extra_id_0> is the head of the government of São Paulo.",<extra_id_0> Geraldo Alckmin <extra_id_1>
115,2016,"In 2016, Javier Hernández plays for <extra_id_0>.",<extra_id_0> Bayer 04 Leverkusen <extra_id_1>
116,2016,"In 2016, Anne Tolley holds the position of <extra_id_0>.",<extra_id_0> Minister for Social Development <extra_id_1>
117,2016,"In 2016, <extra_id_0> is the head of the government of Odessa Oblast.",<extra_id_0> Mikheil Saakashvili <extra_id_1>
118,2016,"In 2016, Jake Bernstein works for <extra_id_0>.",<extra_id_0> International Consortium of Investigative Journalists <extra_id_1>
119,2016,"In 2016, <extra_id_0> is the head of the government of Saarbrücken.",<extra_id_0> Charlotte Britz <extra_id_1>
120,2016,"In 2016, <extra_id_0> is the head of the government of Guernsey.",<extra_id_0> Jonathan Le Tocq <extra_id_1>
121,2016,"In 2016, Ismaïl Aissati plays for <extra_id_0>.",<extra_id_0> FC Akhmat Grozny <extra_id_1>
122,2016,"In 2016, <extra_id_0> is the head coach of FC Lida.",<extra_id_0> Vital Tarashchyk <extra_id_1>
123,2016,"In 2016, Jose Manuel Sabucedo works for <extra_id_0>.",<extra_id_0> University of Santiago de Compostela <extra_id_1>
124,2016,"In 2016, Lee Hyun-joo attended <extra_id_0>.",<extra_id_0> School of Performing Arts Seoul <extra_id_1>
125,2016,"In 2016, John Galliano works for <extra_id_0>.",<extra_id_0> Maison Martin Margiela <extra_id_1>
126,2016,"In 2016, Tom Cleverley plays for <extra_id_0>.",<extra_id_0> Everton F.C. <extra_id_1>
127,2016,"In 2016, Helen McEntee holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
128,2016,"In 2016, Margaret Ferguson works for <extra_id_0>.",<extra_id_0> Indianapolis Business Journal <extra_id_1>
129,2016,"In 2016, Bojan Krkić plays for <extra_id_0>.",<extra_id_0> Stoke City F.C. <extra_id_1>
130,2016,"In 2016, Patricia Scotland, Baroness Scotland of Asthal holds the position of <extra_id_0>.",<extra_id_0> Commonwealth Secretary-General <extra_id_1>
131,2016,"In 2016, James Howard works for <extra_id_0>.",<extra_id_0> Johns Hopkins University Applied Physics Laboratory <extra_id_1>
132,2016,"In 2016, <extra_id_0> is the head of the government of Andorra.",<extra_id_0> Antoni Martí <extra_id_1>
133,2016,"In 2016, Sebastian Kurz holds the position of <extra_id_0>.",<extra_id_0> Foreign Minister of Austria <extra_id_1>
134,2016,"In 2016, Steven Naismith plays for <extra_id_0>.",<extra_id_0> Everton F.C. <extra_id_1>
135,2016,"In 2016, Dorien Herremans works for <extra_id_0>.",<extra_id_0> Queen Mary University of London <extra_id_1>
136,2016,"In 2016, Joseph Strickland holds the position of <extra_id_0>.",<extra_id_0> diocesan bishop <extra_id_1>
137,2016,"In 2016, Mitchell Johnson plays for <extra_id_0>.",<extra_id_0> Kings XI Punjab <extra_id_1>
138,2016,"In 2016, Anna Keay works for <extra_id_0>.",<extra_id_0> Landmark Trust <extra_id_1>
139,2016,"In 2016, Tony Renda works for <extra_id_0>.",<extra_id_0> Cincinnati Reds <extra_id_1>
140,2016,"In 2016, Guðni Jóhannesson holds the position of <extra_id_0>.",<extra_id_0> president-elect <extra_id_1>
141,2016,"In 2016, David Kaye works for <extra_id_0>.","<extra_id_0> University of California, Irvine <extra_id_1>"
142,2016,"In 2016, Bridget McKenzie holds the position of <extra_id_0>.",<extra_id_0> Member of the Australian Senate <extra_id_1>
143,2016,"In 2016, <extra_id_0> is the head coach of Atlético Madrid.",<extra_id_0> Diego Simeone <extra_id_1>
144,2016,"In 2016, Adam Chicksen plays for <extra_id_0>.",<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
145,2016,"In 2016, <extra_id_0> is the head of the government of Cameroon.",<extra_id_0> Philémon Yang <extra_id_1>
146,2016,"In 2016, Simon Stoddart works for <extra_id_0>.",<extra_id_0> McDonald Institute for Archaeological Research <extra_id_1>
147,2016,"In 2016, The Eagle is owned by <extra_id_0>.",<extra_id_0> Berkshire Hathaway <extra_id_1>
148,2016,"In 2016, <extra_id_0> is the chair of All Progressives Congress.",<extra_id_0> Adebisi Akande <extra_id_1>
149,2016,"In 2016, Marcus Bosch works for <extra_id_0>.",<extra_id_0> Staatstheater Nürnberg <extra_id_1>
150,2016,"In 2016, <extra_id_0> is the chair of Gibraltar Socialist Labour Party.",<extra_id_0> Fabian Picardo <extra_id_1>
151,2016,"In 2016, <extra_id_0> is the head of the government of Saudi Arabia.",<extra_id_0> Salman of Saudi Arabia <extra_id_1>
152,2016,"In 2016, Nasreena Ibrahim is a member of the <extra_id_0>.",<extra_id_0> Progressive Party of Maldives <extra_id_1>
153,2016,"In 2016, <extra_id_0> is the head coach of OL Reign.",<extra_id_0> Laura Harvey <extra_id_1>
154,2016,"In 2016, Chris Hackett plays for <extra_id_0>.",<extra_id_0> Northampton Town F.C. <extra_id_1>
155,2016,"In 2016, <extra_id_0> is the chair of Association for the Advancement of Artificial Intelligence.",<extra_id_0> Thomas G. Dietterich <extra_id_1>
156,2016,"In 2016, <extra_id_0> is the chair of Associated British Foods.",<extra_id_0> Charles Sinclair <extra_id_1>
157,2016,"In 2016, Havas is owned by <extra_id_0>.",<extra_id_0> Bolloré <extra_id_1>
158,2016,"In 2016, <extra_id_0> is the head of the government of Lyon.",<extra_id_0> Gérard Collomb <extra_id_1>
159,2016,"In 2016, Eduardo da Silva plays for <extra_id_0>.",<extra_id_0> FC Shakhtar Donetsk <extra_id_1>
160,2016,"In 2016, Robert John Reed, Lord Reed holds the position of <extra_id_0>.",<extra_id_0> Justice of the Supreme Court of the United Kingdom <extra_id_1>
161,2016,"In 2016, Stade Pierre-Mauroy is owned by <extra_id_0>.",<extra_id_0> Eiffage <extra_id_1>
162,2016,"In 2016, <extra_id_0> is the head coach of Inter Milan.",<extra_id_0> Roberto Mancini <extra_id_1>
163,2016,"In 2016, <extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.",<extra_id_0> George Stack <extra_id_1>
164,2016,"In 2016, Mark Hudson plays for <extra_id_0>.",<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
165,2016,"In 2016, <extra_id_0> is the head coach of Metec-TKH-Mantel.",<extra_id_0> Robin Chaigneau <extra_id_1>
166,2016,"In 2016, <extra_id_0> is the head coach of Newcastle United F.C..",<extra_id_0> Rafael Benítez <extra_id_1>
167,2016,"In 2016, Chris Johnson plays for <extra_id_0>.",<extra_id_0> Arizona Cardinals <extra_id_1>
168,2016,"In 2016, Jordi Xuclà is a member of the <extra_id_0>.",<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
169,2016,"In 2016, Graham Harman works for <extra_id_0>.",<extra_id_0> The American University in Cairo <extra_id_1>
170,2016,"In 2016, Kawlo Iyun Pacidal is a member of the <extra_id_0>.",<extra_id_0> New Power Party <extra_id_1>
171,2016,"In 2016, Tomohiro Ishikawa is a member of the <extra_id_0>.",<extra_id_0> Democratic Party <extra_id_1>
172,2016,"In 2016, Michael D. Higgins holds the position of <extra_id_0>.",<extra_id_0> President of Ireland <extra_id_1>
173,2016,"In 2016, David Gauke holds the position of <extra_id_0>.",<extra_id_0> Chief Secretary to the Treasury <extra_id_1>
174,2016,"In 2016, Lomana LuaLua plays for <extra_id_0>.",<extra_id_0> Akhisar Belediyespor <extra_id_1>
175,2016,"In 2016, <extra_id_0> is the head coach of Portland Timbers.",<extra_id_0> Caleb Porter <extra_id_1>
176,2016,"In 2016, Madison Gesiotto attended <extra_id_0>.",<extra_id_0> Moritz College of Law <extra_id_1>
177,2016,"In 2016, <extra_id_0> is the head of the government of Poznań.",<extra_id_0> Jacek Jaśkowiak <extra_id_1>
178,2016,"In 2016, <extra_id_0> is the head of the government of Kinmen.",<extra_id_0> Chen Fu-hai <extra_id_1>
179,2016,"In 2016, Ursula Staudinger works for <extra_id_0>.",<extra_id_0> Columbia University <extra_id_1>
180,2016,"In 2016, Rudy Fernández plays for <extra_id_0>.",<extra_id_0> Real Madrid Baloncesto <extra_id_1>
181,2016,"In 2016, <extra_id_0> is the chair of FC Girondins de Bordeaux.",<extra_id_0> Jean-Louis Triaud <extra_id_1>
182,2016,"In 2016, Robert Green plays for <extra_id_0>.",<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
183,2016,"In 2016, Gerardo Villanueva Albarrán is a member of the <extra_id_0>.",<extra_id_0> National Regeneration Movement <extra_id_1>
184,2016,"In 2016, Åsane Storsenter is owned by <extra_id_0>.",<extra_id_0> Olav Thon Eiendomsselskap <extra_id_1>
185,2016,"In 2016, Ranil Wickremesinghe holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Sri Lanka <extra_id_1>
186,2016,"In 2016, Jo Cribb works for <extra_id_0>.",<extra_id_0> Ministry for Women <extra_id_1>
187,2016,"In 2016, Jay Huff attended <extra_id_0>.",<extra_id_0> Voyager Academy <extra_id_1>
188,2016,"In 2016, Mia Love holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
189,2016,"In 2016, <extra_id_0> is the chair of University of Tokyo.",<extra_id_0> Makoto Gonokami <extra_id_1>
190,2016,"In 2016, Joe Biden holds the position of <extra_id_0>.",<extra_id_0> Vice President of the United States <extra_id_1>
191,2016,"In 2016, Daniel Diermeier works for <extra_id_0>.",<extra_id_0> University of Chicago <extra_id_1>
192,2016,"In 2016, Marine Le Pen holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
193,2016,"In 2016, Tomáš Rosický plays for <extra_id_0>.",<extra_id_0> Arsenal F.C. <extra_id_1>
194,2016,"In 2016, Dovre Line is owned by <extra_id_0>.",<extra_id_0> Norwegian National Rail Administration <extra_id_1>
195,2016,"In 2016, Mario Balotelli plays for <extra_id_0>.",<extra_id_0> OGC Nice <extra_id_1>
196,2016,"In 2016, Mark Drakeford holds the position of <extra_id_0>.",<extra_id_0> Minister for Health and Social Services <extra_id_1>
197,2016,"In 2016, Sajith Premadasa holds the position of <extra_id_0>.","<extra_id_0> Ministry of Construction, Engineering Services, Housing, and Common Amenities <extra_id_1>"
198,2016,"In 2016, Mary E. Northridge works for <extra_id_0>.",<extra_id_0> New York University College of Dentistry <extra_id_1>
199,2016,"In 2016, Robin van Persie plays for <extra_id_0>.",<extra_id_0> Netherlands national association football team <extra_id_1>
200,2016,"In 2016, <extra_id_0> is the head of the government of Canada.",<extra_id_0> Justin Trudeau <extra_id_1>
201,2016,"In 2016, <extra_id_0> is the chair of ITV plc.",<extra_id_0> Peter Bazalgette <extra_id_1>
202,2016,"In 2016, Matt Bors works for <extra_id_0>.",<extra_id_0> The Nib <extra_id_1>
203,2016,"In 2016, Mathieu Gallet works for <extra_id_0>.",<extra_id_0> Radio France <extra_id_1>
204,2016,"In 2016, Bharat Mehra works for <extra_id_0>.","<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
205,2016,"In 2016, <extra_id_0> is the head of the government of Vienna.",<extra_id_0> Michael Häupl <extra_id_1>
206,2016,"In 2016, Jair Bolsonaro is a member of the <extra_id_0>.",<extra_id_0> Social Christian Party <extra_id_1>
207,2016,"In 2016, <extra_id_0> is the chair of Next plc.",<extra_id_0> John Barton <extra_id_1>
208,2016,"In 2016, <extra_id_0> is the chair of Federal Emergency Management Agency.",<extra_id_0> Craig Fugate <extra_id_1>
209,2016,"In 2016, Sandy Abi-Elias attended <extra_id_0>.",<extra_id_0> University of Bath <extra_id_1>
210,2016,"In 2016, Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.",<extra_id_0> National Trust <extra_id_1>
211,2016,"In 2016, Paul Butler holds the position of <extra_id_0>.",<extra_id_0> Bishop of Durham <extra_id_1>
212,2016,"In 2016, <extra_id_0> is the head of the government of New Brunswick.",<extra_id_0> Brian Gallant <extra_id_1>
213,2016,"In 2016, Troy Bell is a member of the <extra_id_0>.",<extra_id_0> Liberal Party of Australia <extra_id_1>
214,2016,"In 2016, Marta Lewicka works for <extra_id_0>.",<extra_id_0> University of Pittsburgh <extra_id_1>
215,2016,"In 2016, beIN Media Group is owned by <extra_id_0>.",<extra_id_0> beIN Media Group <extra_id_1>
216,2016,"In 2016, Boy and Dog in a Johnnypump is owned by <extra_id_0>.",<extra_id_0> Peter M. Brant <extra_id_1>
217,2016,"In 2016, Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
218,2016,"In 2016, Carolyn Abbate works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
219,2016,"In 2016, Henrikh Mkhitaryan plays for <extra_id_0>.",<extra_id_0> Borussia Dortmund <extra_id_1>
220,2016,"In 2016, <extra_id_0> is the head coach of UnitedHealthcare.",<extra_id_0> Hendrik Redant <extra_id_1>
221,2016,"In 2016, Raheel Sharif holds the position of <extra_id_0>.",<extra_id_0> Chief of Army Staff <extra_id_1>
222,2016,"In 2016, <extra_id_0> is the chair of Pirate Party.",<extra_id_0> Magnus Andersson <extra_id_1>
223,2016,"In 2016, Carolyn Lawrence-Dill works for <extra_id_0>.",<extra_id_0> Iowa State University <extra_id_1>
224,2016,"In 2016, Blase J. Cupich holds the position of <extra_id_0>.",<extra_id_0> cardinal <extra_id_1>
225,2016,"In 2016, Theodoros Currentzis works for <extra_id_0>.",<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
226,2016,"In 2016, Lucy Gichuhi is a member of the <extra_id_0>.",<extra_id_0> Family First Party <extra_id_1>
227,2016,"In 2016, Rich Nugent holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
228,2016,"In 2016, <extra_id_0> is the head coach of 1. FC Tatran Prešov.",<extra_id_0> Miroslav Jantek <extra_id_1>
229,2016,"In 2016, <extra_id_0> is the head coach of South Africa national rugby union team.",<extra_id_0> Allister Coetzee <extra_id_1>
230,2016,"In 2016, <extra_id_0> is the chair of Italian Liberal Party.",<extra_id_0> Stefano De Luca <extra_id_1>
231,2016,"In 2016, Bernard Monot is a member of the <extra_id_0>.",<extra_id_0> National Rally <extra_id_1>
